title,publication_date,capture_time,language,domain,url,original_capture_url,archive_playback_url,article_url
"Biden mourns the loss of ""18 precious souls"" in Maine",2023-11-03,2023-11-04T03:33:52Z,en,cbsnews.com,https://www.cbsnews.com/newyork/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104033352id_/https://www.cbsnews.com/newyork/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104033352/https://www.cbsnews.com/newyork/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL25ld3lvcmsvbGl2ZS11cGRhdGVzL2pvZS1iaWRlbi1zcGVha3MtbWFpbmUtc2hvb3RpbmctdmljdGltcy13YXRjaC1saXZlLXN0cmVhbS10b2RheS0yMDIzLTExLTAz
Biden Mourns With Lewiston After Mass Shooting: ‘You’re Not Alone’,2023-11-03,2023-11-04T04:40:34Z,en,nytimes.com,https://www.nytimes.com/2023/11/03/us/politics/biden-lewiston-maine-shooting.html,https://web.archive.org/web/20231104044034id_/https://www.nytimes.com/2023/11/03/us/politics/biden-lewiston-maine-shooting.html,https://web.archive.org/web/20231104044034/https://www.nytimes.com/2023/11/03/us/politics/biden-lewiston-maine-shooting.html,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55dGltZXMpLzIwMjMvMTEvMDMvdXMvcG9saXRpY3MvYmlkZW4tbGV3aXN0b24tbWFpbmUtc2hvb3RpbmcuaHRtbA~~
"Illinois trooper making ‘miracle’ recovery after being shot in routine traffic stop, mom says",2023-11-03,2023-11-04T02:30:48Z,en,foxnews.com,https://www.foxnews.com/media/illinois-trooper-making-miracle-recovery-being-shot-routine-traffic-stop-mom-says,https://web.archive.org/web/20231104023048id_/https://www.foxnews.com/media/illinois-trooper-making-miracle-recovery-being-shot-routine-traffic-stop-mom-says,https://web.archive.org/web/20231104023048/https://www.foxnews.com/media/illinois-trooper-making-miracle-recovery-being-shot-routine-traffic-stop-mom-says,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL21lZGlhL2lsbGlub2lzLXRyb29wZXItbWFraW5nLW1pcmFjbGUtcmVjb3ZlcnktYmVpbmctc2hvdC1yb3V0aW5lLXRyYWZmaWMtc3RvcC1tb20tc2F5cw~~
Florida man hired hitmen to kill 17-year-old who accused him of sexual assault: police,2023-11-03,2023-11-04T04:06:28Z,en,nypost.com,https://nypost.com/2023/11/03/news/florida-man-hired-hitmen-to-kill-17-year-old-who-accused-him-of-sexual-assault-police/,https://web.archive.org/web/20231104040628id_/https://nypost.com/2023/11/03/news/florida-man-hired-hitmen-to-kill-17-year-old-who-accused-him-of-sexual-assault-police/,https://web.archive.org/web/20231104040628/https://nypost.com/2023/11/03/news/florida-man-hired-hitmen-to-kill-17-year-old-who-accused-him-of-sexual-assault-police/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMy9uZXdzL2Zsb3JpZGEtbWFuLWhpcmVkLWhpdG1lbi10by1raWxsLTE3LXllYXItb2xkLXdoby1hY2N1c2VkLWhpbS1vZi1zZXh1YWwtYXNzYXVsdC1wb2xpY2U~
Murder Victim’s Daughter Helps Clear Brooklyn Man Convicted in Killing,2023-11-03,2023-11-04T03:38:55Z,en,nytimes.com,https://www.nytimes.com/2023/11/03/nyregion/brooklyn-man-exonerated.html,https://web.archive.org/web/20231104033855id_/https://www.nytimes.com/2023/11/03/nyregion/brooklyn-man-exonerated.html,https://web.archive.org/web/20231104033855/https://www.nytimes.com/2023/11/03/nyregion/brooklyn-man-exonerated.html,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55dGltZXMpLzIwMjMvMTEvMDMvbnlyZWdpb24vYnJvb2tseW4tbWFuLWV4b25lcmF0ZWQuaHRtbA~~
Judge rules Virginia teacher shot by 6-year-old student can proceed with $40M lawsuit,2023-11-03,2023-11-04T03:35:52Z,en,nypost.com,https://nypost.com/2023/11/03/news/virginia-teacher-shot-by-6-year-old-can-proceed-with-40-million-lawsuit-judge-rules/,https://web.archive.org/web/20231104033552id_/https://nypost.com/2023/11/03/news/virginia-teacher-shot-by-6-year-old-can-proceed-with-40-million-lawsuit-judge-rules/,https://web.archive.org/web/20231104033552/https://nypost.com/2023/11/03/news/virginia-teacher-shot-by-6-year-old-can-proceed-with-40-million-lawsuit-judge-rules/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMy9uZXdzL3ZpcmdpbmlhLXRlYWNoZXItc2hvdC1ieS02LXllYXItb2xkLWNhbi1wcm9jZWVkLXdpdGgtNDAtbWlsbGlvbi1sYXdzdWl0LWp1ZGdlLXJ1bGVz
MI man receives prison sentence for killing parents and burying their bodies,2023-11-03,2023-11-04T03:20:48Z,en,foxnews.com,https://www.foxnews.com/us/mi-man-receives-prison-sentence-killing-parents-burying-bodies,https://web.archive.org/web/20231104032048id_/https://www.foxnews.com/us/mi-man-receives-prison-sentence-killing-parents-burying-bodies,https://web.archive.org/web/20231104032048/https://www.foxnews.com/us/mi-man-receives-prison-sentence-killing-parents-burying-bodies,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL21pLW1hbi1yZWNlaXZlcy1wcmlzb24tc2VudGVuY2Uta2lsbGluZy1wYXJlbnRzLWJ1cnlpbmctYm9kaWVz
TX sheriff’s office probed by FBI over corruption allegations,2023-11-03,2023-11-04T03:21:57Z,en,foxnews.com,https://www.foxnews.com/us/tx-sheriffs-office-probed-fbi-corruption-allegations,https://web.archive.org/web/20231104032157id_/https://www.foxnews.com/us/tx-sheriffs-office-probed-fbi-corruption-allegations,https://web.archive.org/web/20231104032157/https://www.foxnews.com/us/tx-sheriffs-office-probed-fbi-corruption-allegations,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL3R4LXNoZXJpZmZzLW9mZmljZS1wcm9iZWQtZmJpLWNvcnJ1cHRpb24tYWxsZWdhdGlvbnM~
Father detained in fatal shooting of son inside SW Miami-Dade home,2023-11-03,2023-11-04T02:36:59Z,en,cbsnews.com,https://www.cbsnews.com/miami/news/police-respond-to-reported-shooting-inside-sw-miami-dade-home/,https://web.archive.org/web/20231104023659id_/https://www.cbsnews.com/miami/news/police-respond-to-reported-shooting-inside-sw-miami-dade-home/,https://web.archive.org/web/20231104023659/https://www.cbsnews.com/miami/news/police-respond-to-reported-shooting-inside-sw-miami-dade-home/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL21pYW1pL25ld3MvcG9saWNlLXJlc3BvbmQtdG8tcmVwb3J0ZWQtc2hvb3RpbmctaW5zaWRlLXN3LW1pYW1pLWRhZGUtaG9tZQ~~
"Two teens charged in carjacking, murder of elderly man on Chicago's South Side",2023-11-03,2023-11-04T02:33:16Z,en,cbsnews.com,https://www.cbsnews.com/chicago/news/teens-charged-murder-carjacking-elderly-man-charles-hobson-sr/,https://web.archive.org/web/20231104023316id_/https://www.cbsnews.com/chicago/news/teens-charged-murder-carjacking-elderly-man-charles-hobson-sr/,https://web.archive.org/web/20231104023316/https://www.cbsnews.com/chicago/news/teens-charged-murder-carjacking-elderly-man-charles-hobson-sr/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL2NoaWNhZ28vbmV3cy90ZWVucy1jaGFyZ2VkLW11cmRlci1jYXJqYWNraW5nLWVsZGVybHktbWFuLWNoYXJsZXMtaG9ic29uLXNy
WI sheriff’s deputy fatally shoots armed fugitive during arrest attempt,2023-11-03,2023-11-04T02:10:47Z,en,foxnews.com,https://www.foxnews.com/us/wi-sheriffs-deputy-fatally-shoots-armed-fugitive-arrest-attempt,https://web.archive.org/web/20231104021047id_/https://www.foxnews.com/us/wi-sheriffs-deputy-fatally-shoots-armed-fugitive-arrest-attempt,https://web.archive.org/web/20231104021047/https://www.foxnews.com/us/wi-sheriffs-deputy-fatally-shoots-armed-fugitive-arrest-attempt,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL3dpLXNoZXJpZmZzLWRlcHV0eS1mYXRhbGx5LXNob290cy1hcm1lZC1mdWdpdGl2ZS1hcnJlc3QtYXR0ZW1wdA~~
"2 dead, 1 injured in Mexico City-area graveyard shooting on Day of the Dead",2023-11-03,2023-11-04T02:21:01Z,en,foxnews.com,https://www.foxnews.com/world/2-dead-1-injured-mexico-city-area-graveyard-shooting-day-of-the-dead,https://web.archive.org/web/20231104022101id_/https://www.foxnews.com/world/2-dead-1-injured-mexico-city-area-graveyard-shooting-day-of-the-dead,https://web.archive.org/web/20231104022101/https://www.foxnews.com/world/2-dead-1-injured-mexico-city-area-graveyard-shooting-day-of-the-dead,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3dvcmxkLzItZGVhZC0xLWluanVyZWQtbWV4aWNvLWNpdHktYXJlYS1ncmF2ZXlhcmQtc2hvb3RpbmctZGF5LW9mLXRoZS1kZWFk
Remembering Food’s Punk-Rock Moment and More: The Week in Reporter Reads,2023-11-03,2023-11-04T03:14:07Z,en,nytimes.com,https://www.nytimes.com/2023/11/03/podcasts/momofuku-israel-maine.html,https://web.archive.org/web/20231104031407id_/https://www.nytimes.com/2023/11/03/podcasts/momofuku-israel-maine.html,https://web.archive.org/web/20231104031407/https://www.nytimes.com/2023/11/03/podcasts/momofuku-israel-maine.html,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55dGltZXMpLzIwMjMvMTEvMDMvcG9kY2FzdHMvbW9tb2Z1a3UtaXNyYWVsLW1haW5lLmh0bWw~
Davonte Barnes sentenced to life in prison for his role in 2021 mass shooting at Miami-Dade's El Mula Banquet Hall,2023-11-03,2023-11-04T04:28:15Z,en,cbsnews.com,https://www.cbsnews.com/miami/news/davonte-barnes-faces-sentencing-today-in-2021-mass-shooting-at-miami-dades-el-mula-banquet-hall/,https://web.archive.org/web/20231104042815id_/https://www.cbsnews.com/miami/news/davonte-barnes-faces-sentencing-today-in-2021-mass-shooting-at-miami-dades-el-mula-banquet-hall/,https://web.archive.org/web/20231104042815/https://www.cbsnews.com/miami/news/davonte-barnes-faces-sentencing-today-in-2021-mass-shooting-at-miami-dades-el-mula-banquet-hall/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL21pYW1pL25ld3MvZGF2b250ZS1iYXJuZXMtZmFjZXMtc2VudGVuY2luZy10b2RheS1pbi0yMDIxLW1hc3Mtc2hvb3RpbmctYXQtbWlhbWktZGFkZXMtZWwtbXVsYS1iYW5xdWV0LWhhbGw~
"Berkeley police release video, details in deadly domestic violence shooting at car dealership",2023-11-03,2023-11-04T02:28:17Z,en,cbsnews.com,https://www.cbsnews.com/sanfrancisco/news/toyota-of-berkeley-albany-police-shooting-domestic-violence-killing-video-identities-released/,https://web.archive.org/web/20231104022817id_/https://www.cbsnews.com/sanfrancisco/news/toyota-of-berkeley-albany-police-shooting-domestic-violence-killing-video-identities-released/,https://web.archive.org/web/20231104022817/https://www.cbsnews.com/sanfrancisco/news/toyota-of-berkeley-albany-police-shooting-domestic-violence-killing-video-identities-released/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL3NhbmZyYW5jaXNjby9uZXdzL3RveW90YS1vZi1iZXJrZWxleS1hbGJhbnktcG9saWNlLXNob290aW5nLWRvbWVzdGljLXZpb2xlbmNlLWtpbGxpbmctdmlkZW8taWRlbnRpdGllcy1yZWxlYXNlZA~~
"Biden mourns the loss of ""18 precious souls"" in Maine",2023-11-03,2023-11-04T03:36:43Z,en,cbsnews.com,https://www.cbsnews.com/pittsburgh/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104033643id_/https://www.cbsnews.com/pittsburgh/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104033643/https://www.cbsnews.com/pittsburgh/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL3BpdHRzYnVyZ2gvbGl2ZS11cGRhdGVzL2pvZS1iaWRlbi1zcGVha3MtbWFpbmUtc2hvb3RpbmctdmljdGltcy13YXRjaC1saXZlLXN0cmVhbS10b2RheS0yMDIzLTExLTAz
"Biden mourns the loss of ""18 precious souls"" in Maine",2023-11-03,2023-11-04T04:42:18Z,en,cbsnews.com,https://www.cbsnews.com/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104044218id_/https://www.cbsnews.com/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104044218/https://www.cbsnews.com/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL2xpdmUtdXBkYXRlcy9qb2UtYmlkZW4tc3BlYWtzLW1haW5lLXNob290aW5nLXZpY3RpbXMtd2F0Y2gtbGl2ZS1zdHJlYW0tdG9kYXktMjAyMy0xMS0wMw~~
"Biden mourns the loss of ""18 precious souls"" in Maine",2023-11-03,2023-11-04T02:26:44Z,en,cbsnews.com,https://www.cbsnews.com/sanfrancisco/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104022644id_/https://www.cbsnews.com/sanfrancisco/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://web.archive.org/web/20231104022644/https://www.cbsnews.com/sanfrancisco/live-updates/joe-biden-speaks-maine-shooting-victims-watch-live-stream-today-2023-11-03/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL3NhbmZyYW5jaXNjby9saXZlLXVwZGF0ZXMvam9lLWJpZGVuLXNwZWFrcy1tYWluZS1zaG9vdGluZy12aWN0aW1zLXdhdGNoLWxpdmUtc3RyZWFtLXRvZGF5LTIwMjMtMTEtMDM~
"Kaitlin Armstrong trial: Pro cycling murder suspect stalked with GPS app, shot victim’s heart, prosecutors say",2023-11-02,2023-11-03T02:40:12Z,en,foxnews.com,https://www.foxnews.com/us/kaitlin-armstrong-trial-pro-cycling-murder-suspect-stalked-with-gps-app-shot-victims-heart-prosecutors-say,https://web.archive.org/web/20231103024012id_/https://www.foxnews.com/us/kaitlin-armstrong-trial-pro-cycling-murder-suspect-stalked-with-gps-app-shot-victims-heart-prosecutors-say,https://web.archive.org/web/20231103024012/https://www.foxnews.com/us/kaitlin-armstrong-trial-pro-cycling-murder-suspect-stalked-with-gps-app-shot-victims-heart-prosecutors-say,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL2thaXRsaW4tYXJtc3Ryb25nLXRyaWFsLXByby1jeWNsaW5nLW11cmRlci1zdXNwZWN0LXN0YWxrZWQtd2l0aC1ncHMtYXBwLXNob3QtdmljdGltcy1oZWFydC1wcm9zZWN1dG9ycy1zYXk~
"Video captures final screams of pro cyclist Mo Wilson after accused killer Kaitlin Armstrong tracked her on fitness app, prosecutor says",2023-11-02,2023-11-03T03:31:22Z,en,cbsnews.com,https://www.cbsnews.com/news/kaitlin-armstrong-trial-video-captures-final-screams-pro-cyclist-mo-wilson-prosecutor-says/,https://web.archive.org/web/20231103033122id_/https://www.cbsnews.com/news/kaitlin-armstrong-trial-video-captures-final-screams-pro-cyclist-mo-wilson-prosecutor-says/,https://web.archive.org/web/20231103033122/https://www.cbsnews.com/news/kaitlin-armstrong-trial-video-captures-final-screams-pro-cyclist-mo-wilson-prosecutor-says/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL25ld3Mva2FpdGxpbi1hcm1zdHJvbmctdHJpYWwtdmlkZW8tY2FwdHVyZXMtZmluYWwtc2NyZWFtcy1wcm8tY3ljbGlzdC1tby13aWxzb24tcHJvc2VjdXRvci1zYXlz
Arrest made in Salem State student’s fatal shooting,2023-11-02,2023-11-03T02:42:39Z,en,foxnews.com,https://www.foxnews.com/us/arrest-made-salem-state-students-fatal-shooting,https://web.archive.org/web/20231103024239id_/https://www.foxnews.com/us/arrest-made-salem-state-students-fatal-shooting,https://web.archive.org/web/20231103024239/https://www.foxnews.com/us/arrest-made-salem-state-students-fatal-shooting,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL2FycmVzdC1tYWRlLXNhbGVtLXN0YXRlLXN0dWRlbnRzLWZhdGFsLXNob290aW5n
Anonymous letter about missing woman leads police to ‘unusual dig site’,2023-11-02,2023-11-03T03:57:06Z,en,foxnews.com,https://www.foxnews.com/us/anonymous-letter-about-missing-murder-victim-leads-police-unusual-dig-site-with-no-body,https://web.archive.org/web/20231103035706id_/https://www.foxnews.com/us/anonymous-letter-about-missing-murder-victim-leads-police-unusual-dig-site-with-no-body,https://web.archive.org/web/20231103035706/https://www.foxnews.com/us/anonymous-letter-about-missing-murder-victim-leads-police-unusual-dig-site-with-no-body,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL2Fub255bW91cy1sZXR0ZXItYWJvdXQtbWlzc2luZy1tdXJkZXItdmljdGltLWxlYWRzLXBvbGljZS11bnVzdWFsLWRpZy1zaXRlLXdpdGgtbm8tYm9keQ~~
"31-year-old man, 1-year-old boy shot dead at Montana residence",2023-11-02,2023-11-03T01:42:19Z,en,foxnews.com,https://www.foxnews.com/us/31-year-old-man-1-year-old-boy-shot-dead-montana-residence,https://web.archive.org/web/20231103014219id_/https://www.foxnews.com/us/31-year-old-man-1-year-old-boy-shot-dead-montana-residence,https://web.archive.org/web/20231103014219/https://www.foxnews.com/us/31-year-old-man-1-year-old-boy-shot-dead-montana-residence,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzLzMxLXllYXItb2xkLW1hbi0xLXllYXItb2xkLWJveS1zaG90LWRlYWQtbW9udGFuYS1yZXNpZGVuY2U~
Kristin Smart’s killer nearly died during alleged prison attack by inmate who murdered ‘I-5 Strangler’,2023-11-02,2023-11-04T04:13:18Z,en,foxnews.com,https://www.foxnews.com/us/kristin-smart-killer-nearly-died-during-prison-attack-inmate-who-murdered-i-5-strangler,https://web.archive.org/web/20231104041318id_/https://www.foxnews.com/us/kristin-smart-killer-nearly-died-during-prison-attack-inmate-who-murdered-i-5-strangler,https://web.archive.org/web/20231104041318/https://www.foxnews.com/us/kristin-smart-killer-nearly-died-during-prison-attack-inmate-who-murdered-i-5-strangler,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3VzL2tyaXN0aW4tc21hcnQta2lsbGVyLW5lYXJseS1kaWVkLWR1cmluZy1wcmlzb24tYXR0YWNrLWlubWF0ZS13aG8tbXVyZGVyZWQtaS01LXN0cmFuZ2xlcg~~
"Gunman shoots one person outside the Grove, flees in Lamborghini, police say",2023-11-02,2023-11-04T02:38:20Z,en,latimes.com,https://www.latimes.com/california/story/2023-11-02/gunman-shoots-one-person-outside-the-grove-flees-in-lamborghini-police-say,https://web.archive.org/web/20231104023820id_/https://www.latimes.com/california/story/2023-11-02/gunman-shoots-one-person-outside-the-grove-flees-in-lamborghini-police-say,https://web.archive.org/web/20231104023820/https://www.latimes.com/california/story/2023-11-02/gunman-shoots-one-person-outside-the-grove-flees-in-lamborghini-police-say,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGxhdGltZXMpL2NhbGlmb3JuaWEvc3RvcnkvMjAyMy0xMS0wMi9ndW5tYW4tc2hvb3RzLW9uZS1wZXJzb24tb3V0c2lkZS10aGUtZ3JvdmUtZmxlZXMtaW4tbGFtYm9yZ2hpbmktcG9saWNlLXNheQ~~
Florida man brings loaded gun into bar as part of costume: ‘Figured because it was Halloween I could try’,2023-11-02,2023-11-03T06:21:47Z,en,nypost.com,https://nypost.com/2023/11/02/news/florida-man-brings-loaded-gun-into-crowded-bar-as-part-of-costume/,https://web.archive.org/web/20231103062147id_/https://nypost.com/2023/11/02/news/florida-man-brings-loaded-gun-into-crowded-bar-as-part-of-costume/,https://web.archive.org/web/20231103062147/https://nypost.com/2023/11/02/news/florida-man-brings-loaded-gun-into-crowded-bar-as-part-of-costume/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMi9uZXdzL2Zsb3JpZGEtbWFuLWJyaW5ncy1sb2FkZWQtZ3VuLWludG8tY3Jvd2RlZC1iYXItYXMtcGFydC1vZi1jb3N0dW1l
"Ex-gang leader pleads not guilty in 1996 Tupac Shakur killing in Las Vegas, judge appoints lawyers",2023-11-02,2023-11-03T02:55:31Z,en,nypost.com,https://nypost.com/2023/11/02/news/ex-gang-leader-pleads-not-guilty-in-1996-tupac-shakur-killing-in-las-vegas-judge-appoints-lawyers/,https://web.archive.org/web/20231103025531id_/https://nypost.com/2023/11/02/news/ex-gang-leader-pleads-not-guilty-in-1996-tupac-shakur-killing-in-las-vegas-judge-appoints-lawyers/,https://web.archive.org/web/20231103025531/https://nypost.com/2023/11/02/news/ex-gang-leader-pleads-not-guilty-in-1996-tupac-shakur-killing-in-las-vegas-judge-appoints-lawyers/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMi9uZXdzL2V4LWdhbmctbGVhZGVyLXBsZWFkcy1ub3QtZ3VpbHR5LWluLTE5OTYtdHVwYWMtc2hha3VyLWtpbGxpbmctaW4tbGFzLXZlZ2FzLWp1ZGdlLWFwcG9pbnRzLWxhd3llcnM~
"Ethan Crumbley’s mom blames husband for helping son buy gun, prosecutors say",2023-11-02,2023-11-03T07:05:37Z,en,nypost.com,https://nypost.com/2023/11/02/news/ethan-crumbleys-mom-blames-husband-for-helping-son-buy-gun-prosecutors-say/,https://web.archive.org/web/20231103070537id_/https://nypost.com/2023/11/02/news/ethan-crumbleys-mom-blames-husband-for-helping-son-buy-gun-prosecutors-say/,https://web.archive.org/web/20231103070537/https://nypost.com/2023/11/02/news/ethan-crumbleys-mom-blames-husband-for-helping-son-buy-gun-prosecutors-say/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMi9uZXdzL2V0aGFuLWNydW1ibGV5cy1tb20tYmxhbWVzLWh1c2JhbmQtZm9yLWhlbHBpbmctc29uLWJ1eS1ndW4tcHJvc2VjdXRvcnMtc2F5
Star basketball player Carl-Hens Beliard shot to death days before first game for Salem State University,2023-11-02,2023-11-03T01:23:40Z,en,nypost.com,https://nypost.com/2023/11/02/news/basketball-player-shot-to-death-days-before-first-game-as-college-freshman/,https://web.archive.org/web/20231103012340id_/https://nypost.com/2023/11/02/news/basketball-player-shot-to-death-days-before-first-game-as-college-freshman/,https://web.archive.org/web/20231103012340/https://nypost.com/2023/11/02/news/basketball-player-shot-to-death-days-before-first-game-as-college-freshman/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMi9uZXdzL2Jhc2tldGJhbGwtcGxheWVyLXNob3QtdG8tZGVhdGgtZGF5cy1iZWZvcmUtZmlyc3QtZ2FtZS1hcy1jb2xsZWdlLWZyZXNobWFu
Man Accused in Tupac Shakur’s Murder Pleads Not Guilty,2023-11-02,2023-11-04T02:33:43Z,en,nytimes.com,https://www.nytimes.com/2023/11/02/arts/music/tupac-shakur-duane-keith-davis-arraignment.html,https://web.archive.org/web/20231104023343id_/https://www.nytimes.com/2023/11/02/arts/music/tupac-shakur-duane-keith-davis-arraignment.html,https://web.archive.org/web/20231104023343/https://www.nytimes.com/2023/11/02/arts/music/tupac-shakur-duane-keith-davis-arraignment.html,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55dGltZXMpLzIwMjMvMTEvMDIvYXJ0cy9tdXNpYy90dXBhYy1zaGFrdXItZHVhbmUta2VpdGgtZGF2aXMtYXJyYWlnbm1lbnQuaHRtbA~~
15 injured in explosion that leveled multifamily┬áhome in Wappingers Falls,2023-11-02,2023-11-04T02:47:30Z,en,nypost.com,https://nypost.com/2023/11/02/metro/explosion-knocked-over-wappingers-falls-building-injures-15/,https://web.archive.org/web/20231104024730id_/https://nypost.com/2023/11/02/metro/explosion-knocked-over-wappingers-falls-building-injures-15/,https://web.archive.org/web/20231104024730/https://nypost.com/2023/11/02/metro/explosion-knocked-over-wappingers-falls-building-injures-15/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLG55cG9zdCkvMjAyMy8xMS8wMi9tZXRyby9leHBsb3Npb24ta25vY2tlZC1vdmVyLXdhcHBpbmdlcnMtZmFsbHMtYnVpbGRpbmctaW5qdXJlcy0xNQ~~
Family demands answers in high-rise shooting that killed assistant principal,2023-11-02,2023-11-04T03:00:43Z,en,cbsnews.com,https://www.cbsnews.com/chicago/video/family-demands-answers-in-high-rise-shooting-that-killed-assistant-principal/,https://web.archive.org/web/20231104030043id_/https://www.cbsnews.com/chicago/video/family-demands-answers-in-high-rise-shooting-that-killed-assistant-principal/,https://web.archive.org/web/20231104030043/https://www.cbsnews.com/chicago/video/family-demands-answers-in-high-rise-shooting-that-killed-assistant-principal/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL2NoaWNhZ28vdmlkZW8vZmFtaWx5LWRlbWFuZHMtYW5zd2Vycy1pbi1oaWdoLXJpc2Utc2hvb3RpbmctdGhhdC1raWxsZWQtYXNzaXN0YW50LXByaW5jaXBhbA~~
"Greece’s far-right Golden Dawn, counter-demonstrators, clash in Athens",2023-11-02,2023-11-03T01:30:16Z,en,foxnews.com,https://www.foxnews.com/world/greeces-far-right-golden-dawn-counter-demonstrators-clash-athens,https://web.archive.org/web/20231103013016id_/https://www.foxnews.com/world/greeces-far-right-golden-dawn-counter-demonstrators-clash-athens,https://web.archive.org/web/20231103013016/https://www.foxnews.com/world/greeces-far-right-golden-dawn-counter-demonstrators-clash-athens,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGZveG5ld3MpL3dvcmxkL2dyZWVjZXMtZmFyLXJpZ2h0LWdvbGRlbi1kYXduLWNvdW50ZXItZGVtb25zdHJhdG9ycy1jbGFzaC1hdGhlbnM~
Police investigate apparent shooting at the Grove,2023-11-02,2023-11-03T06:36:08Z,en,cbsnews.com,https://www.cbsnews.com/losangeles/video/police-investigate-apparent-shooting-at-the-grove/,https://web.archive.org/web/20231103063608id_/https://www.cbsnews.com/losangeles/video/police-investigate-apparent-shooting-at-the-grove/,https://web.archive.org/web/20231103063608/https://www.cbsnews.com/losangeles/video/police-investigate-apparent-shooting-at-the-grove/,https://wayback-api.archive.org/colsearch/v1/mediacloud/article/Y29tLGNic25ld3MpL2xvc2FuZ2VsZXMvdmlkZW8vcG9saWNlLWludmVzdGlnYXRlLWFwcGFyZW50LXNob290aW5nLWF0LXRoZS1ncm92ZQ~~
